Municipios,Año,Resultado Izquierda,Resultado Derecha,Diferencia
Valencina de la Concepción,1982,63.23,36.57,26.66
Villamanrique de la Condesa,1982,78.17,21.39,56.78
Villanueva del Ariscal,1982,47.34,52.25,-4.91
Villanueva del Río y Minas,1982,88.84,10.96,77.88
Villanueva de San Juan,1982,60.28,39.33,20.95
Villaverde del Río,1982,65.47,34.43,31.04
El Viso del Alcor,1982,77.62,22.17,55.45
Abla,1986,64.59,35.41,29.18
Abrucena,1986,76.77,23.21,53.56
Adra,1986,62.14,37.87,24.27
Albánchez,1986,59.6,40.4,19.2
Alboloduy,1986,55.51,44.48,11.03
Albox,1986,56.35,43.66,12.69
Alcolea,1986,77.61,22.41,55.2
Alcóntar,1986,45.32,54.69,-9.37
Alcudia de Monteagud,1986,42.43,57.58,-15.15
Alhabia,1986,70.84,29.19,41.65
Alhama de Almería,1986,80.19,19.81,60.38
Alicún,1986,68.04,31.95,36.09
Almería,1986,64.82,35.2,29.62
Almócita,1986,79.03,20.98,58.05
Alsodux,1986,58.33,41.67,16.66
Antas,1986,65.54,34.46,31.08
Arboleas,1986,62.82,37.18,25.64
Armuña de Almanzora,1986,66.81,33.18,33.63
Bacares,1986,74.77,25.23,49.54
Bayárcal,1986,40.85,59.15,-18.3
Bayarque,1986,68.13,31.88,36.25
Bédar,1986,77.12,22.87,54.25
Beires,1986,58.73,41.27,17.46
Benahadux,1986,79.17,20.84,58.33
Benitagla,1986,21.54,78.46,-56.92
Benizalón,1986,53.24,46.77,6.47
Bentarique,1986,73.9,26.08,47.82
Berja,1986,66.73,33.27,33.46
Canjáyar,1986,63.6,36.39,27.21
Cantoria,1986,66.9,33.11,33.79
Carboneras,1986,75.22,24.78,50.44
Castro de Filabres,1986,91.42,8.57,82.85
Chercos,1986,63.4,36.61,26.79
Chirivel,1986,69.45,30.56,38.89
Cóbdar,1986,58.86,41.15,17.71
Cuevas del Almanzora,1986,68.72,31.27,37.45
Dalías,1986,64.33,35.67,28.66
El Ejido,1986,65.07,34.93,30.14
Enix,1986,55.57,44.44,11.13
Felix,1986,71.8,28.2,43.6
Fines,1986,81.11,18.89,62.22
Fiñana,1986,74.17,25.84,48.33
Fondón,1986,64.22,35.78,28.44
Gádor,1986,62.46,37.54,24.92
Los Gallardos,1986,71.03,28.96,42.07
Garrucha,1986,53.19,46.81,6.38
Gérgal,1986,72.09,27.91,44.18
Huécija,1986,52.9,47.11,5.79
Huércal de Almería,1986,80.52,19.48,61.04
Huércal-Overa,1986,56.38,43.63,12.75
Illar,1986,66.75,33.25,33.5
Instinción,1986,70.37,29.61,40.76
Laroya,1986,69.38,30.61,38.77
Láujar de Andarax,1986,70.81,29.19,41.62
Líjar,1986,69.87,30.12,39.75
Lubrín,1986,75.02,24.99,50.03
Lucainena de las Torres,1986,52.0,47.99,4.01
Lúcar,1986,65.32,34.69,30.63
Macael,1986,67.18,32.82,34.36
María,1986,81.71,18.29,63.42
Mojácar,1986,58.64,41.35,17.29
La Mojonera,1986,65.28,34.72,30.56
Nacimiento,1986,49.02,50.98,-1.96
Níjar,1986,67.03,32.97,34.06
Ohanes,1986,68.96,31.05,37.91
Olula de Castro,1986,62.43,37.58,24.85
Olula del Río,1986,68.37,31.63,36.74
Oria,1986,72.75,27.26,45.49
Padules,1986,63.06,36.94,26.12
Partaloa,1986,42.9,57.1,-14.2
Paterna del Río,1986,29.38,70.63,-41.25
Pechina,1986,69.45,30.57,38.88
Pulpí,1986,75.64,24.36,51.28
Purchena,1986,59.78,40.23,19.55
Rágol,1986,54.97,45.04,9.93
Rioja,1986,85.23,14.77,70.46
Roquetas de Mar,1986,61.45,38.55,22.9
Santa Cruz de Marchena,1986,58.69,41.31,17.38
Santa Fe de Mondújar,1986,71.33,28.65,42.68
Senés,1986,53.91,46.08,7.83
Serón,1986,64.81,35.2,29.61
Sierro,1986,63.37,36.63,26.74
Somontín,1986,44.09,55.91,-11.82
Sorbas,1986,62.09,37.92,24.17
Suflí,1986,49.99,50.0,-0.01
Tabernas,1986,70.95,29.05,41.9
Taberno,1986,47.21,52.8,-5.59
Tahal,1986,61.11,38.88,22.23
Terque,1986,80.75,19.24,61.51
Tíjola,1986,57.68,42.32,15.36
Las Tres Villas,1986,57.03,42.98,14.05
Turre,1986,79.14,20.86,58.28
Turrillas,1986,29.51,70.48,-40.97
Uleila del Campo,1986,60.17,39.84,20.33
Urrácal,1986,43.07,56.93,-13.86
Velefique,1986,66.66,33.34,33.32
Vera,1986,69.22,30.77,38.45
Viator,1986,69.21,30.79,38.42
Vícar,1986,58.41,41.59,16.82
Zurgena,1986,66.32,33.69,32.63
Alcalá de los Gazules,1986,77.66,22.35,55.31
Alcalá del Valle,1986,89.52,10.48,79.04
Algar,1986,75.23,24.76,50.47
Algeciras,1986,76.59,23.42,53.17
Algodonales,1986,82.66,17.34,65.32
Arcos de la Frontera,1986,86.46,13.54,72.92
Los Barrios,1986,88.29,11.7,76.59
Benaocaz,1986,57.74,42.27,15.47
Bornos,1986,84.54,15.47,69.07
El Bosque,1986,83.35,16.64,66.71
Cádiz,1986,63.8,36.21,27.59
Castellar de la Frontera,1986,91.23,8.77,82.46
Chiclana de la Frontera,1986,82.75,17.25,65.5
Chipiona,1986,75.64,24.36,51.28
Conil de la Frontera,1986,80.25,19.75,60.5
Espera,1986,85.78,14.2,71.58
El Gastor,1986,76.62,23.4,53.22
Grazalema,1986,73.7,26.31,47.39
Jerez de la Frontera,1986,80.45,19.55,60.9
Jimena de la Frontera,1986,87.64,12.37,75.27
La Línea de la Concepción,1986,81.55,18.44,63.11
Medina-Sidonia,1986,88.92,11.08,77.84
Olvera,1986,78.31,21.69,56.62
Paterna de Rivera,1986,92.05,7.97,84.08
Prado del Rey,1986,77.07,22.92,54.15
El Puerto de Santa María,1986,67.98,32.02,35.96
Puerto Real,1986,85.03,14.96,70.07
Puerto Serrano,1986,88.59,11.39,77.2
Rota,1986,65.91,34.08,31.83
San Fernando,1986,71.33,28.67,42.66
San Roque,1986,80.04,19.96,60.08
Sanlúcar de Barrameda,1986,80.93,19.06,61.87
Tarifa,1986,77.43,22.57,54.86
Trebujena,1986,89.3,10.7,78.6
Ubrique,1986,81.34,18.66,62.68
Vejer de la Frontera,1986,61.03,38.96,22.07
Villaluenga del Rosario,1986,71.31,28.7,42.61
Villamartín,1986,78.96,21.06,57.9
Zahara,1986,66.9,33.11,33.79
Adamuz,1986,77.66,22.35,55.31
Alcaracejos,1986,66.67,33.33,33.34
Almedinilla,1986,54.79,45.21,9.58
Almodóvar del Río,1986,86.67,13.33,73.34
Añora,1986,52.08,47.91,4.17
Baena,1986,79.34,20.66,58.68
Belalcázar,1986,77.07,22.93,54.14
Belmez,1986,82.65,17.36,65.29
Benamejí,1986,71.22,28.77,42.45
Bujalance,1986,80.11,19.89,60.22
Cabra,1986,72.77,27.23,45.54
Cañete de las Torres,1986,79.23,20.76,58.47
Carcabuey,1986,60.51,39.49,21.02
Cardeña,1986,72.33,27.66,44.67
La Carlota,1986,80.34,19.67,60.67
El Carpio,1986,78.52,21.48,57.04
Castro del Río,1986,79.35,20.63,58.72
Conquista,1986,72.0,28.0,44.0
Córdoba,1986,70.91,29.09,41.82
Doña Mencía,1986,80.2,19.78,60.42
Dos Torres,1986,57.29,42.71,14.58
Encinas Reales,1986,80.51,19.48,61.03
Espejo,1986,84.76,15.24,69.52
Espiel,1986,78.57,21.43,57.14
Fuente la Lancha,1986,58.87,41.14,17.73
Fuente Obejuna,1986,76.18,23.82,52.36
Fuente Palmera,1986,82.62,17.4,65.22
Fuente-Tójar,1986,76.78,23.23,53.55
La Granjuela,1986,68.29,31.7,36.59
Guadalcázar,1986,76.45,23.55,52.9
Hinojosa del Duque,1986,65.12,34.89,30.23
Hornachuelos,1986,83.58,16.4,67.18
Iznájar,1986,75.84,24.17,51.67
Lucena,1986,71.97,28.02,43.95
Luque,1986,71.14,28.86,42.28
Montalbán de Córdoba,1986,79.46,20.55,58.91
Montemayor,1986,87.54,12.46,75.08
Montilla,1986,81.52,18.48,63.04
Montoro,1986,82.34,17.68,64.66
Monturque,1986,77.81,22.2,55.61
Moriles,1986,87.79,12.22,75.57
Obejo,1986,78.43,21.56,56.87
Palenciana,1986,76.98,23.03,53.95
Palma del Río,1986,72.16,27.86,44.3
Pedro Abad,1986,73.44,26.56,46.88
Pedroche,1986,58.18,41.83,16.35
Peñarroya-Pueblonuevo,1986,77.94,22.06,55.88
Posadas,1986,82.42,17.58,64.84
Pozoblanco,1986,68.99,31.01,37.98
Priego de Córdoba,1986,74.34,25.67,48.67
Puente Genil,1986,78.4,21.61,56.79
La Rambla,1986,81.39,18.62,62.77
Rute,1986,79.75,20.26,59.49
San Sebastián de los Ballesteros,1986,64.18,35.8,28.38
Santa Eufemia,1986,63.81,36.19,27.62
Santaella,1986,82.6,17.38,65.22
Torrecampo,1986,55.0,45.0,10.0
Valenzuela,1986,61.92,38.08,23.84
Valsequillo,1986,71.51,28.49,43.02
La Victoria,1986,72.62,27.37,45.25
Villa del Río,1986,82.1,17.88,64.22
Villafranca de Córdoba,1986,77.56,22.46,55.1
Villaharta,1986,74.24,25.77,48.47
Villanueva de Córdoba,1986,69.54,30.46,39.08
Villanueva del Duque,1986,54.82,45.17,9.65
Villanueva del Rey,1986,75.87,24.14,51.73
Villaralto,1986,89.24,10.76,78.48
Villaviciosa de Córdoba,1986,76.34,23.67,52.67
El Viso,1986,70.32,29.68,40.64
Zuheros,1986,80.06,19.93,60.13
Agrón,1986,76.78,23.22,53.56
Alamedilla,1986,64.3,35.69,28.61
Albolote,1986,81.33,18.64,62.69
Albondón,1986,42.66,57.34,-14.68
Albuñán,1986,78.89,21.11,57.78
Albuñol,1986,61.78,38.23,23.55
Albuñuelas,1986,69.46,30.56,38.9
Aldeire,1986,81.74,18.25,63.49
Alfacar,1986,64.98,35.01,29.97
Algarinejo,1986,66.02,33.98,32.04
Alhama de Granada,1986,73.03,26.95,46.08
Alhendín,1986,68.64,31.37,37.27
Alicún de Ortega,1986,66.17,33.82,32.35
Almegíjar,1986,54.95,45.05,9.9
Almuñécar,1986,68.53,31.46,37.07
Alpujarra de la Sierra,1986,74.64,25.36,49.28
Alquife,1986,72.98,27.03,45.95
Arenas del Rey,1986,66.42,33.58,32.84
Armilla,1986,74.45,25.54,48.91
Atarfe,1986,83.47,16.53,66.94
Baza,1986,72.01,27.98,44.03
Beas de Granada,1986,73.9,26.09,47.81
Beas de Guadix,1986,78.0,22.0,56.0
Benalúa de las Villas,1986,58.24,41.76,16.48
Benamaurel,1986,74.75,25.26,49.49
Bérchules,1986,74.09,25.92,48.17
Bubión,1986,44.92,55.09,-10.17
Busquístar,1986,82.41,17.58,64.83
Cacín,1986,74.87,25.13,49.74
Cádiar,1986,54.98,45.03,9.95
Cájar,1986,61.72,38.28,23.44
La Calahorra,1986,83.63,16.36,67.27
Calicasas,1986,48.7,51.3,-2.6
Campotéjar,1986,76.07,23.94,52.13
Caniles,1986,74.22,25.78,48.44
Cáñar,1986,54.96,45.03,9.93
Capileira,1986,52.88,47.13,5.75
Carataunas,1986,71.43,28.57,42.86
Cástaras,1986,71.05,28.95,42.1
Castilléjar,1986,70.93,29.07,41.86
Castril,1986,79.01,20.98,58.03
Cenes de la Vega,1986,80.82,19.18,61.64
Chauchina,1986,73.29,26.71,46.58
Chimeneas,1986,65.0,34.99,30.01
Churriana de la Vega,1986,65.94,34.07,31.87
Cijuela,1986,74.66,25.33,49.33
Cogollos de Guadix,1986,74.83,25.18,49.65
Colomera,1986,67.51,32.49,35.02
Cortes de Baza,1986,77.35,22.65,54.7
Cortes y Graena,1986,64.85,35.16,29.69
Cuevas del Campo,1986,86.87,13.13,73.74
Darro,1986,59.99,40.0,19.99
Dehesas de Guadix,1986,70.23,29.77,40.46
Deifontes,1986,78.34,21.65,56.69
Diezma,1986,55.53,44.46,11.07
Dílar,1986,77.16,22.85,54.31
Dólar,1986,74.84,25.16,49.68
Dúdar,1986,85.49,14.49,71.0
Dúrcal,1986,78.36,21.64,56.72
Escúzar,1986,68.12,31.88,36.24
Ferreira,1986,51.45,48.53,2.92
Fonelas,1986,76.04,23.97,52.07
Freila,1986,64.43,35.56,28.87
Fuente Vaqueros,1986,83.96,16.05,67.91
Las Gabias,1986,79.24,20.77,58.47
Galera,1986,62.76,37.24,25.52
Gobernador,1986,50.74,49.26,1.48
Gójar,1986,69.08,30.91,38.17
Gor,1986,73.84,26.15,47.69
Gorafe,1986,74.69,25.32,49.37
Granada,1986,58.62,41.37,17.25
Guadahortuna,1986,71.36,28.65,42.71
Guadix,1986,67.2,32.8,34.4
Gualchos,1986,49.14,50.86,-1.72
Güevéjar,1986,73.42,26.59,46.83
Huélago,1986,69.49,30.51,38.98
Huéneja,1986,58.93,41.06,17.87
Huéscar,1986,67.94,32.06,35.88
Huétor Tájar,1986,70.6,29.39,41.21
Huétor Vega,1986,80.44,19.55,60.89
Illora,1986,78.77,21.21,57.56
Itrabo,1986,57.87,42.13,15.74
Iznalloz,1986,80.0,20.01,59.99
Jayena,1986,66.22,33.78,32.44
Jerez del Marquesado,1986,63.23,36.78,26.45
Jete,1986,52.85,47.15,5.7
Jun,1986,81.63,18.37,63.26
Juviles,1986,27.71,72.28,-44.57
Láchar,1986,79.6,20.4,59.2
Lanjarón,1986,67.5,32.51,34.99
Lanteira,1986,60.34,39.66,20.68
Lecrín,1986,68.42,31.57,36.85
La Malahá,1986,86.85,13.16,73.69
Maracena,1986,84.89,15.11,69.78
Marchal,1986,42.37,57.62,-15.25
Moclín,1986,86.4,13.6,72.8
Molvízar,1986,52.28,47.74,4.54
Monachil,1986,76.21,23.79,52.42
Montefrío,1986,76.35,23.65,52.7
Montejícar,1986,69.58,30.42,39.16
Montillana,1986,62.58,37.43,25.15
Moraleda de Zafayona,1986,83.99,16.0,67.99
Morelábor,1986,59.09,40.9,18.19
Motril,1986,75.39,24.61,50.78
Murtas,1986,41.0,59.0,-18.0
Nevada,1986,75.92,24.08,51.84
Nigüelas,1986,80.5,19.51,60.99
Nívar,1986,53.92,46.07,7.85
Ogíjares,1986,70.31,29.69,40.62
Orce,1986,71.36,28.65,42.71
Órgiva,1986,71.34,28.67,42.67
Otívar,1986,60.21,39.79,20.42
Villa de Otura,1986,69.79,30.21,39.58
Padul,1986,70.07,29.94,40.13
Pampaneira,1986,61.05,38.95,22.1
Pedro Martínez,1986,77.62,22.38,55.24
Peligros,1986,78.59,21.42,57.17
La Peza,1986,51.17,48.83,2.34
El Pinar,1986,66.02,33.97,32.05
Pinos Genil,1986,67.67,32.32,35.35
Pinos Puente,1986,81.34,18.66,62.68
Píñar,1986,81.27,18.72,62.55
Polícar,1986,55.85,44.15,11.7
Polopos,1986,72.59,27.4,45.19
Pórtugos,1986,60.86,39.15,21.71
Puebla de Don Fadrique,1986,58.26,41.74,16.52
Pulianas,1986,78.49,21.51,56.98
Purullena,1986,66.97,33.03,33.94
Quéntar,1986,61.5,38.52,22.98
Rubite,1986,66.55,33.45,33.1
Salar,1986,77.47,22.51,54.96
Salobreña,1986,79.63,20.37,59.26
Santa Cruz del Comercio,1986,68.24,31.75,36.49
Santa Fe,1986,77.1,22.91,54.19
Soportújar,1986,88.38,11.63,76.75
Sorvilán,1986,61.76,38.25,23.51
La Taha,1986,54.27,45.73,8.54
Torre-Cardela,1986,55.82,44.18,11.64
Torvizcón,1986,58.34,41.66,16.68
Trevélez,1986,80.34,19.65,60.69
Turón,1986,30.05,69.96,-39.91
Ugíjar,1986,70.41,29.59,40.82
El Valle,1986,77.34,22.66,54.68
Valle del Zalabí,1986,58.76,41.23,17.53
Válor,1986,60.82,39.19,21.63
Vegas del Genil,1986,70.66,29.35,41.31
Vélez de Benaudalla,1986,64.94,35.07,29.87
Ventas de Huelma,1986,56.4,43.61,12.79
Villamena,1986,84.09,15.92,68.17
Villanueva de las Torres,1986,77.42,22.57,54.85
Villanueva Mesía,1986,68.58,31.41,37.17
Víznar,1986,68.11,31.89,36.22
Zafarraya,1986,84.23,15.78,68.45
Zagra,1986,53.7,46.29,7.41
La Zubia,1986,76.83,23.17,53.66
Zújar,1986,79.33,20.65,58.68
Alájar,1986,76.69,23.3,53.39
Aljaraque,1986,70.07,29.92,40.15
El Almendro,1986,84.11,15.89,68.22
Almonaster la Real,1986,84.99,15.01,69.98
Beas,1986,79.29,20.7,58.59
Campofrío,1986,83.96,16.04,67.92
Castaño del Robledo,1986,71.23,28.76,42.47
El Cerro de Andévalo,1986,76.18,23.83,52.35
Huelva,1986,70.66,29.33,41.33
Niebla,1986,79.72,20.29,59.43
La Palma del Condado,1986,57.75,42.27,15.48
Palos de la Frontera,1986,72.96,27.04,45.92
Paterna del Campo,1986,68.32,31.69,36.63
Paymogo,1986,68.8,31.23,37.57
Puebla de Guzmán,1986,79.27,20.74,58.53
Punta Umbría,1986,78.87,21.13,57.74
Rociana del Condado,1986,78.38,21.62,56.76
Rosal de la Frontera,1986,70.91,29.09,41.82
San Bartolomé de la Torre,1986,89.4,10.59,78.81
San Juan del Puerto,1986,77.17,22.82,54.35
San Silvestre de Guzmán,1986,73.15,26.86,46.29
Sanlúcar de Guadiana,1986,46.88,53.13,-6.25
Santa Ana la Real,1986,83.43,16.57,66.86
Santa Bárbara de Casa,1986,74.77,25.25,49.52
Santa Olalla del Cala,1986,79.05,20.96,58.09
Trigueros,1986,78.19,21.81,56.38
Valdelarco,1986,77.21,22.79,54.42
Valverde del Camino,1986,82.78,17.21,65.57
Villablanca,1986,76.7,23.3,53.4
Villalba del Alcor,1986,72.1,27.9,44.2
Villanueva de las Cruces,1986,66.86,33.13,33.73
Zalamea la Real,1986,84.42,15.58,68.84
Zufre,1986,81.34,18.66,62.68
Bélmez de la Moraleda,1986,59.47,40.54,18.93
Cárcheles,1986,60.23,39.78,20.45
La Carolina,1986,61.67,38.33,23.34
Fuensanta de Martos,1986,64.74,35.28,29.46
Hornos,1986,65.3,34.72,30.58
Ibros,1986,73.87,26.14,47.73
Lopera,1986,84.28,15.71,68.57
Mancha Real,1986,70.7,29.3,41.4
Montizón,1986,62.75,37.25,25.5
Úbeda,1986,72.91,27.09,45.82
Cortes de la Frontera,1986,87.77,12.21,75.56
Cuevas Bajas,1986,86.67,13.32,73.35
Monda,1986,81.18,18.81,62.37
Viñuela,1986,79.63,20.38,59.25
Alcalá del Río,1986,87.93,12.07,75.86
Alcolea del Río,1986,79.51,20.48,59.03
La Algaba,1986,82.9,17.12,65.78
Algámitas,1986,84.06,15.93,68.13
Almadén de la Plata,1986,84.74,15.25,69.49
Almensilla,1986,69.74,30.26,39.48
Arahal,1986,84.1,15.92,68.18
Aznalcázar,1986,70.79,29.21,41.58
Aznalcóllar,1986,84.73,15.27,69.46
Badolatosa,1986,87.2,12.79,74.41
Benacazón,1986,78.81,21.18,57.63
Bollullos de la Mitación,1986,69.37,30.62,38.75
Bormujos,1986,72.03,27.98,44.05
Brenes,1986,85.52,14.49,71.03
Burguillos,1986,82.19,17.81,64.38
Las Cabezas de San Juan,1986,85.09,14.91,70.18
Camas,1986,86.75,13.25,73.5
La Campana,1986,87.32,12.68,74.64
Cantillana,1986,79.97,20.03,59.94
Carmona,1986,82.84,17.17,65.67
Carrión de los Céspedes,1986,64.97,35.02,29.95
Casariche,1986,92.68,7.32,85.36
Castilblanco de los Arroyos,1986,77.39,22.61,54.78
Castilleja de Guzmán,1986,68.96,31.06,37.9
Castilleja de la Cuesta,1986,74.98,25.01,49.97
Castilleja del Campo,1986,71.63,28.36,43.27
El Castillo de las Guardas,1986,75.05,24.97,50.08
Cazalla de la Sierra,1986,81.31,18.7,62.61
Constantina,1986,79.19,20.8,58.39
Coria del Río,1986,85.97,14.04,71.93
Coripe,1986,74.96,25.06,49.9
El Coronil,1986,81.45,18.54,62.91
Los Corrales,1986,89.62,10.37,79.25
Dos Hermanas,1986,85.34,14.66,70.68
Espartinas,1986,60.74,39.26,21.48
Estepa,1986,76.08,23.92,52.16
Fuentes de Andalucía,1986,80.06,19.94,60.12
El Garrobo,1986,85.03,14.96,70.07
Gelves,1986,77.0,23.02,53.98
Gerena,1986,82.52,17.49,65.03
Gilena,1986,83.56,16.42,67.14
Gines,1986,66.63,33.37,33.26
Guadalcanal,1986,74.68,25.32,49.36
Guillena,1986,82.03,17.97,64.06
Herrera,1986,77.57,22.42,55.15
Lebrija,1986,83.35,16.65,66.7
Las Navas de la Concepción,1986,80.15,19.87,60.28
Olivares,1986,65.92,34.1,31.82
Osuna,1986,79.64,20.37,59.27
Los Palacios y Villafranca,1986,87.04,12.96,74.08
Palomares del Río,1986,81.86,18.14,63.72
Paradas,1986,80.44,19.56,60.88
Pedrera,1986,86.76,13.23,73.53
El Pedroso,1986,80.62,19.37,61.25
Peñaflor,1986,78.53,21.47,57.06
Pilas,1986,74.52,25.48,49.04
La Puebla de Cazalla,1986,79.14,20.86,58.28
La Puebla de los Infantes,1986,80.64,19.36,61.28
La Puebla del Río,1986,88.4,11.61,76.79
El Real de la Jara,1986,81.66,18.33,63.33
La Rinconada,1986,89.64,10.37,79.27
La Roda de Andalucía,1986,79.97,20.02,59.95
El Ronquillo,1986,86.21,13.8,72.41
El Rubio,1986,76.11,23.9,52.21
Salteras,1986,68.16,31.83,36.33
San Juan de Aznalfarache,1986,83.44,16.55,66.89
Sanlúcar la Mayor,1986,66.27,33.74,32.53
San Nicolás del Puerto,1986,76.74,23.25,53.49
Santiponce,1986,89.23,10.76,78.47
El Saucejo,1986,71.07,28.94,42.13
Sevilla,1986,72.25,27.76,44.49
Tocina,1986,86.21,13.8,72.41
Tomares,1986,71.06,28.94,42.12
Umbrete,1986,70.64,29.35,41.29
Utrera,1986,84.92,15.07,69.85
Valencina de la Concepción,1986,69.56,30.42,39.14
Villamanrique de la Condesa,1986,85.19,14.81,70.38
Villanueva del Ariscal,1986,60.8,39.22,21.58
Villanueva del Río y Minas,1986,91.71,8.3,83.41
Villanueva de San Juan,1986,64.82,35.18,29.64
Villaverde del Río,1986,68.92,31.1,37.82
El Viso del Alcor,1986,88.64,11.37,77.27
Abla,1990,62.6,37.39,25.21
Abrucena,1990,81.51,18.5,63.01
Adra,1990,61.75,38.23,23.52
Albánchez,1990,70.23,29.77,40.46
Alboloduy,1990,61.75,38.25,23.5
Albox,1990,69.09,30.92,38.17
Alcolea,1990,85.95,14.05,71.9
Alcóntar,1990,53.11,46.89,6.22
Alcudia de Monteagud,1990,47.96,52.03,-4.07
Alhabia,1990,72.12,27.86,44.26
Alhama de Almería,1990,81.74,18.25,63.49
Alicún,1990,71.43,28.57,42.86
Almería,1990,63.74,36.25,27.49
Almócita,1990,66.15,33.86,32.29
Alsodux,1990,58.97,41.02,17.95
Antas,1990,79.19,20.81,58.38
Arboleas,1990,77.19,22.8,54.39
Armuña de Almanzora,1990,73.52,26.48,47.04
Bacares,1990,78.22,21.79,56.43
Bayárcal,1990,50.51,49.49,1.02
Bayarque,1990,65.1,34.89,30.21
Bédar,1990,83.69,16.31,67.38
Beires,1990,58.51,41.49,17.02
Benahadux,1990,78.53,21.48,57.05
Benitagla,1990,11.32,88.68,-77.36
Benizalón,1990,51.4,48.6,2.8
Bentarique,1990,77.68,22.32,55.36
Berja,1990,71.73,28.27,43.46
Canjáyar,1990,74.81,25.18,49.63
Cantoria,1990,78.56,21.44,57.12
Carboneras,1990,85.56,14.45,71.11
Chercos,1990,65.33,34.68,30.65
Chirivel,1990,78.86,21.12,57.74
Cóbdar,1990,52.27,47.72,4.55
Cuevas del Almanzora,1990,76.31,23.7,52.61
Dalías,1990,66.25,33.75,32.5
El Ejido,1990,61.95,38.05,23.9
Enix,1990,61.95,38.06,23.89
Felix,1990,73.78,26.22,47.56
Fines,1990,88.69,11.3,77.39
Fiñana,1990,80.32,19.69,60.63
Fondón,1990,70.04,29.98,40.06
Gádor,1990,51.63,48.35,3.28
Los Gallardos,1990,83.76,16.25,67.51
Garrucha,1990,69.41,30.6,38.81
Gérgal,1990,68.43,31.56,36.87
Huécija,1990,59.25,40.74,18.51
Huércal de Almería,1990,82.35,17.65,64.7
Huércal-Overa,1990,66.75,33.23,33.52
Illar,1990,61.74,38.26,23.48
Instinción,1990,70.25,29.75,40.5
Laroya,1990,62.2,37.8,24.4
Láujar de Andarax,1990,79.2,20.79,58.41
Líjar,1990,78.68,21.32,57.36
Lubrín,1990,87.23,12.78,74.45
Lucainena de las Torres,1990,56.18,43.83,12.35
Lúcar,1990,79.55,20.45,59.1
Macael,1990,71.88,28.12,43.76
María,1990,87.88,12.12,75.76
Mojácar,1990,61.34,38.65,22.69
La Mojonera,1990,64.5,35.5,29.0
Nacimiento,1990,60.12,39.87,20.25
Níjar,1990,75.53,24.45,51.08
Ohanes,1990,77.0,22.99,54.01
Olula de Castro,1990,67.92,32.09,35.83
Olula del Río,1990,66.68,33.32,33.36
Oria,1990,71.91,28.08,43.83
Padules,1990,66.65,33.34,33.31
Partaloa,1990,48.75,51.26,-2.51
Paterna del Río,1990,42.6,57.4,-14.8
Pechina,1990,75.33,24.66,50.67
Pulpí,1990,81.21,18.8,62.41
Purchena,1990,71.76,28.24,43.52
Rágol,1990,64.42,35.58,28.84
Rioja,1990,87.73,12.27,75.46
Roquetas de Mar,1990,64.48,35.54,28.94
Santa Cruz de Marchena,1990,56.91,43.09,13.82
Santa Fe de Mondújar,1990,72.58,27.43,45.15
Senés,1990,66.12,33.89,32.23
Serón,1990,64.96,35.04,29.92
Sierro,1990,68.95,31.05,37.9
Somontín,1990,62.69,37.3,25.39
Sorbas,1990,69.41,30.6,38.81
Suflí,1990,62.32,37.67,24.65
Tabernas,1990,71.89,28.1,43.79
Taberno,1990,79.31,20.69,58.62
Tahal,1990,73.0,27.0,46.0
Terque,1990,78.17,21.84,56.33
Tíjola,1990,51.56,48.43,3.13
Las Tres Villas,1990,58.46,41.53,16.93
Turre,1990,83.49,16.5,66.99
Turrillas,1990,16.66,83.33,-66.67
Uleila del Campo,1990,76.25,23.75,52.5
Urrácal,1990,51.87,48.13,3.74
Velefique,1990,66.67,33.33,33.34
Vera,1990,77.81,22.19,55.62
Viator,1990,72.17,27.84,44.33
Vícar,1990,64.52,35.46,29.06
Zurgena,1990,72.27,27.73,44.54
Alcalá de los Gazules,1990,83.19,16.82,66.37
Alcalá del Valle,1990,93.36,6.64,86.72
Algar,1990,88.57,11.45,77.12
Algeciras,1990,77.69,22.29,55.4
Algodonales,1990,89.35,10.66,78.69
Arcos de la Frontera,1990,87.96,12.03,75.93
Los Barrios,1990,88.17,11.84,76.33
Benaocaz,1990,51.22,48.79,2.43
Bornos,1990,88.73,11.27,77.46
El Bosque,1990,89.26,10.73,78.53
Cádiz,1990,69.48,30.52,38.96
Castellar de la Frontera,1990,91.69,8.32,83.37
Chiclana de la Frontera,1990,85.59,14.4,71.19
Chipiona,1990,79.28,20.72,58.56
Conil de la Frontera,1990,90.55,9.45,81.1
Espera,1990,86.5,13.49,73.01
El Gastor,1990,83.67,16.32,67.35
Grazalema,1990,84.79,15.22,69.57
Jerez de la Frontera,1990,84.52,15.49,69.03
Jimena de la Frontera,1990,92.27,7.72,84.55
La Línea de la Concepción,1990,79.36,20.64,58.72
Medina-Sidonia,1990,91.58,8.42,83.16
Olvera,1990,84.07,15.93,68.14
Paterna de Rivera,1990,95.2,4.79,90.41
Prado del Rey,1990,74.34,25.67,48.67
El Puerto de Santa María,1990,72.61,27.38,45.23
Puerto Real,1990,85.17,14.83,70.34
Puerto Serrano,1990,91.6,8.41,83.19
Rota,1990,70.68,29.32,41.36
San Fernando,1990,81.05,18.95,62.1
San Roque,1990,84.96,15.04,69.92
Sanlúcar de Barrameda,1990,84.87,15.11,69.76
Tarifa,1990,82.34,17.65,64.69
