Municipios,Puesto Nacional,Puesto Autonómico,Renta Bruta,Renta Disponible,Provincia,Año
Palomares del Río,218,13,26699.0,21816,Sevilla,2013
Bormujos,220,14,26660.999999999996,21633,Sevilla,2013
Sevilla,221,15,26651.999999999996,21568,Sevilla,2013
Salteras,587,31,23573.0,19385,Sevilla,2013
Dos Hermanas,685,38,22914.0,18984,Sevilla,2013
Castilleja de la Cuesta,721,40,22686.999999999996,18802,Sevilla,2013
Bollullos de la Mitación,737,42,22604.0,18749,Sevilla,2013
Alcalá de Guadaíra,807,47,22160.999999999996,18485,Sevilla,2013
San Juan de Aznalfarache,825,49,22041.0,18492,Sevilla,2013
Almensilla,902,53,21601.999999999996,17991,Sevilla,2013
Camas,910,54,21587.0,18074,Sevilla,2013
Sanlúcar la Mayor,1047,61,20764.0,17355,Sevilla,2013
Guillena,1051,62,20756.0,17364,Sevilla,2013
Santiponce,1186,75,20092.0,17005,Sevilla,2013
Mairena del Alcor,1230,81,19890.0,16795,Sevilla,2013
Gerena,1241,83,19833.0,16858,Sevilla,2013
La Algaba,1242,84,19820.999999999996,16852,Sevilla,2013
Aznalcázar,1247,85,19795.0,16662,Sevilla,2013
Umbrete,1259,87,19755.0,16745,Sevilla,2013
Villanueva del Ariscal,1264,88,19743.0,16707,Sevilla,2013
La Rinconada,1265,89,19740.0,16714,Sevilla,2013
Utrera,1344,95,19329.0,16421,Sevilla,2013
Coria del Río,1355,98,19291.0,16375,Sevilla,2013
La Puebla del Río,1392,103,19145.0,16299,Sevilla,2013
Huévar del Aljarafe,1396,104,19125.0,16324,Sevilla,2013
Carmona,1410,106,19021.0,16152,Sevilla,2013
Alcalá del Río,1440,109,18866.0,16140,Sevilla,2013
Osuna,1554,120,18367.0,15693,Sevilla,2013
Benacazón,1575,122,18253.0,15699,Sevilla,2013
Olivares,1580,124,18230.999999999996,15590,Sevilla,2013
Aznalcóllar,1616,128,18102.0,15434,Sevilla,2013
Morón de la Frontera,1621,130,18093.0,15457,Sevilla,2013
Burguillos,1640,135,18025.0,15515,Sevilla,2013
Écija,1665,140,17887.999999999996,15307,Sevilla,2013
Carrión de los Céspedes,1700,143,17770.0,15299,Sevilla,2013
Brenes,1768,156,17451.0,15073,Sevilla,2013
Marchena,1778,161,17423.0,14977,Sevilla,2013
Villanueva del Río y Minas,1800,165,17329.0,15079,Sevilla,2013
La Roda de Andalucía,1840,174,17134.0,14780,Sevilla,2013
El Viso del Alcor,1867,179,17021.0,14743,Sevilla,2013
Isla Mayor,1898,186,16915.0,14532,Sevilla,2013
Albaida del Aljarafe,1907,187,16875.0,14700,Sevilla,2013
Cantillana,1918,188,16846.0,14651,Sevilla,2013
El Ronquillo,1919,189,16845.0,14617,Sevilla,2013
Los Molares,1937,192,16793.0,14635,Sevilla,2013
Constantina,1946,194,16750.0,14527,Sevilla,2013
Estepa,1956,198,16721.0,14341,Sevilla,2013
Lebrija,1975,200,16643.0,14357,Sevilla,2013
Cazalla de la Sierra,1993,204,16586.0,14277,Sevilla,2013
El Castillo de las Guardas,1997,205,16569.000000000004,14440,Sevilla,2013
Pilas,2002,206,16562.0,14380,Sevilla,2013
Gilena,2048,214,16410.0,14094,Sevilla,2013
Arahal,2081,221,16300.999999999998,14277,Sevilla,2013
Lora del Río,2158,241,16024.999999999998,13977,Sevilla,2013
Los Palacios y Villafranca,2163,243,15999.0,13969,Sevilla,2013
Tocina,2180,246,15904.000000000002,13932,Sevilla,2013
El Pedroso,2189,249,15867.0,13839,Sevilla,2013
Castilblanco de los Arroyos,2233,259,15722.999999999998,13731,Sevilla,2013
El Coronil,2244,265,15642.000000000002,13700,Sevilla,2013
El Real de la Jara,2262,271,15550.0,13523,Sevilla,2013
Herrera,2304,280,15384.0,13440,Sevilla,2013
Villaverde del Río,2328,287,15290.999999999998,13432,Sevilla,2013
La Luisiana,2363,301,15161.0,13334,Sevilla,2013
Villamanrique de la Condesa,2378,306,15092.0,13249,Sevilla,2013
Guadalcanal,2400,312,15013.0,13299,Sevilla,2013
Paradas,2401,313,15011.0,13213,Sevilla,2013
La Puebla de Cazalla,2411,316,14977.0,13288,Sevilla,2013
Aguadulce,2455,329,14864.0,13228,Sevilla,2013
Cañada Rosal,2457,331,14860.999999999998,12966,Sevilla,2013
Peñaflor,2472,335,14796.0,12972,Sevilla,2013
Almadén de la Plata,2527,353,14540.999999999998,12845,Sevilla,2013
Las Cabezas de San Juan,2566,368,14400.0,12809,Sevilla,2013
Alcolea del Río,2636,393,14165.0,12579,Sevilla,2013
El Saucejo,2643,395,14140.999999999998,12617,Sevilla,2013
Pedrera,2652,401,14109.000000000002,12533,Sevilla,2013
Fuentes de Andalucía,2655,402,14100.0,12449,Sevilla,2013
El Rubio,2682,419,13940.999999999998,12329,Sevilla,2013
Casariche,2716,433,13802.999999999998,12285,Sevilla,2013
Coripe,2751,450,13632.0,12261,Sevilla,2013
Montellano,2756,451,13590.0,12058,Sevilla,2013
El Cuervo de Sevilla,2763,454,13560.0,12102,Sevilla,2013
La Campana,2789,471,13407.0,11934,Sevilla,2013
Martín de la Jara,2808,478,13285.0,11995,Sevilla,2013
Pruna,2832,495,13169.0,11912,Sevilla,2013
Villanueva de San Juan,2834,497,13137.0,12042,Sevilla,2013
Algámitas,2841,502,13110.0,11887,Sevilla,2013
La Puebla de los Infantes,2844,504,13087.0,11675,Sevilla,2013
Alanís,2846,506,13065.999999999998,11642,Sevilla,2013
Las Navas de la Concepción,2858,513,12981.0,11620,Sevilla,2013
Lantejuela,2863,517,12957.0,11620,Sevilla,2013
Marinaleda,2883,526,12831.0,11645,Sevilla,2013
Badolatosa,2890,531,12767.000000000002,11554,Sevilla,2013
Los Corrales,2913,540,12469.000000000002,11245,Sevilla,2013
Agrupación municipios pequeños,0,0,15698.0,13673,Sevilla,2013
Almería,758,44,22543.000000000004,18551,Almería,2014
Carboneras,1056,64,20799.0,17383,Almería,2014
Huércal de Almería,1158,72,20229.0,17033,Almería,2014
Roquetas de Mar,1174,73,20132.0,16703,Almería,2014
Vera,1224,81,19867.0,16549,Almería,2014
Mojácar,1348,96,19332.0,16134,Almería,2014
Macael,1354,99,19296.0,16158,Almería,2014
Huércal-Overa,1573,124,18225.0,15460,Almería,2014
Tíjola,1578,126,18195.999999999996,15503,Almería,2014
Olula del Río,1624,137,17940.0,15277,Almería,2014
Garrucha,1685,143,17689.0,15081,Almería,2014
Fines,1755,157,17410.0,14868,Almería,2014
Pechina,1773,159,17350.0,14880,Almería,2014
Benahadux,1781,163,17328.0,14932,Almería,2014
Albox,1824,166,17124.000000000004,14651,Almería,2014
Viator,1842,168,17054.000000000004,14732,Almería,2014
Gádor,1877,172,16947.0,14568,Almería,2014
Serón,1958,190,16697.0,14390,Almería,2014
Purchena,1969,194,16676.0,14312,Almería,2014
El Ejido,2046,207,16391.0,14030,Almería,2014
Cuevas del Almanzora,2067,215,16335.0,14140,Almería,2014
Pulpí,2078,217,16277.999999999998,13998,Almería,2014
Vélez-Rubio,2100,221,16212.0,14083,Almería,2014
Alhama de Almería,2140,232,16047.999999999998,14087,Almería,2014
Antas,2205,251,15795.0,13675,Almería,2014
Los Gallardos,2246,262,15588.0,13470,Almería,2014
Cantoria,2266,269,15489.0,13562,Almería,2014
Berja,2283,275,15430.0,13414,Almería,2014
Rioja,2331,287,15243.0,13260,Almería,2014
Chirivel,2355,298,15145.0,13331,Almería,2014
Dalías,2366,300,15089.0,13089,Almería,2014
Adra,2377,306,15047.0,13115,Almería,2014
Zurgena,2388,308,15012.0,13312,Almería,2014
Turre,2397,310,14975.0,13168,Almería,2014
Vícar,2409,316,14922.0,13062,Almería,2014
Fondón,2458,332,14732.000000000002,12741,Almería,2014
Sorbas,2510,352,14590.0,12990,Almería,2014
Gérgal,2552,368,14421.0,12927,Almería,2014
La Mojonera,2619,394,14161.0,12443,Almería,2014
Abla,2719,437,13745.0,12235,Almería,2014
Níjar,2720,438,13743.0,12103,Almería,2014
Vélez-Blanco,2722,440,13732.000000000002,12338,Almería,2014
Arboleas,2760,459,13558.0,12237,Almería,2014
Tabernas,2768,465,13508.0,12046,Almería,2014
Taberno,2770,466,13497.0,12075,Almería,2014
Láujar de Andarax,2775,469,13444.0,11819,Almería,2014
Fiñana,2805,482,13262.0,11920,Almería,2014
Lubrín,2848,505,12967.0,11839,Almería,2014
Canjáyar,2855,510,12939.0,11716,Almería,2014
Oria,2866,517,12739.0,11415,Almería,2014
María,2877,524,12675.0,11475,Almería,2014
Abrucena,2888,532,12620.999999999998,11460,Almería,2014
Agrupación municipios pequeños,0,0,13687.000000000002,12214,Almería,2014
Algeciras,210,10,26963.0,21750,Cádiz,2014
Cádiz,283,16,25959.0,21362,Cádiz,2014
El Puerto de Santa María,357,19,25248.0,20706,Cádiz,2014
Los Barrios,358,20,25246.0,20572,Cádiz,2014
San Roque,437,22,24636.0,20275,Cádiz,2014
San Fernando,610,31,23541.0,19722,Cádiz,2014
La Línea de la Concepción,645,35,23265.0,19558,Cádiz,2014
Puerto Real,695,39,22916.0,19104,Cádiz,2014
Rota,852,47,21871.0,18503,Cádiz,2014
Jerez de la Frontera,876,49,21780.0,18189,Cádiz,2014
Chiclana de la Frontera,1075,65,20684.0,17387,Cádiz,2014
Tarifa,1352,97,19305.0,16367,Cádiz,2014
Conil de la Frontera,1476,113,18674.0,15734,Cádiz,2014
Castellar de la Frontera,1667,140,17789.0,15248,Cádiz,2014
Algar,1778,162,17339.000000000004,15032,Cádiz,2014
Sanlúcar de Barrameda,1835,167,17084.0,14650,Cádiz,2014
El Bosque,1906,179,16868.0,14500,Cádiz,2014
Ubrique,1947,186,16737.000000000004,14412,Cádiz,2014
Barbate,1965,193,16685.0,14509,Cádiz,2014
Villamartín,2064,213,16344.000000000002,14100,Cádiz,2014
Alcalá de los Gazules,2150,236,15995.0,13810,Cádiz,2014
Chipiona,2171,241,15904.000000000002,13844,Cádiz,2014
Jimena de la Frontera,2183,246,15869.000000000002,13794,Cádiz,2014
Olvera,2218,254,15706.0,13815,Cádiz,2014
Arcos de la Frontera,2226,257,15687.000000000002,13698,Cádiz,2014
Trebujena,2232,260,15644.0,13759,Cádiz,2014
Medina-Sidonia,2273,272,15464.0,13535,Cádiz,2014
Vejer de la Frontera,2455,330,14747.0,13047,Cádiz,2014
Setenil de las Bodegas,2469,334,14704.0,13162,Cádiz,2014
Algodonales,2547,364,14437.999999999998,12895,Cádiz,2014
Zahara,2565,374,14388.0,12925,Cádiz,2014
Espera,2607,389,14214.0,12557,Cádiz,2014
San José del Valle,2620,395,14159.0,12535,Cádiz,2014
Paterna de Rivera,2633,400,14120.0,12523,Cádiz,2014
Benalup-Casas Viejas,2667,416,13954.0,12294,Cádiz,2014
Grazalema,2676,420,13905.999999999998,12289,Cádiz,2014
Prado del Rey,2723,441,13729.000000000002,12134,Cádiz,2014
Bornos,2741,449,13638.0,12072,Cádiz,2014
Alcalá del Valle,2876,523,12675.999999999998,11520,Cádiz,2014
El Gastor,2901,539,12501.0,11345,Cádiz,2014
Puerto Serrano,2952,572,10925.0,10004,Cádiz,2014
Agrupación municipios pequeños,0,0,14321.0,12645,Cádiz,2014
Córdoba,586,29,23647.0,19416,Córdoba,2014
Peñarroya-Pueblonuevo,885,50,21712.0,18019,Córdoba,2014
Belmez,1296,89,19577.0,16500,Córdoba,2014
Pozoblanco,1309,92,19512.0,16428,Córdoba,2014
Espiel,1587,128,18160.0,15588,Córdoba,2014
Palma del Río,1683,142,17694.000000000004,15124,Córdoba,2014
Puente Genil,1690,144,17680.999999999996,15172,Córdoba,2014
Cabra,1717,146,17579.0,15022,Córdoba,2014
Montilla,1744,155,17454.0,14943,Córdoba,2014
Añora,1850,170,17037.0,14613,Córdoba,2014
Lucena,1897,177,16889.0,14564,Córdoba,2014
Fernán-Núñez,1977,197,16646.0,14335,Córdoba,2014
Obejo,2066,214,16340.999999999998,14123,Córdoba,2014
Villafranca de Córdoba,2073,216,16320.999999999998,14089,Córdoba,2014
La Victoria,2080,218,16262.0,14195,Córdoba,2014
Posadas,2123,226,16134.0,13978,Córdoba,2014
Baena,2131,228,16113.0,13794,Córdoba,2014
El Carpio,2214,252,15717.0,13692,Córdoba,2014
Guadalcázar,2247,263,15584.000000000002,13595,Córdoba,2014
Dos Torres,2254,267,15546.0,13620,Córdoba,2014
La Carlota,2270,271,15472.000000000002,13569,Córdoba,2014
La Rambla,2317,281,15300.999999999998,13321,Córdoba,2014
Fuente Obejuna,2319,283,15290.999999999998,13422,Córdoba,2014
Torrecampo,2324,284,15274.0,13427,Córdoba,2014
Rute,2329,285,15255.0,13325,Córdoba,2014
Castro del Río,2356,299,15138.0,13276,Córdoba,2014
Almodóvar del Río,2375,305,15050.0,13209,Córdoba,2014
Palenciana,2396,309,14990.0,13193,Córdoba,2014
Priego de Córdoba,2405,313,14939.0,13177,Córdoba,2014
Villa del Río,2414,319,14907.0,13034,Córdoba,2014
Hinojosa del Duque,2420,321,14884.0,13038,Córdoba,2014
Montemayor,2426,325,14853.0,13014,Córdoba,2014
Alcaracejos,2441,328,14805.0,13097,Córdoba,2014
Villanueva del Rey,2456,331,14744.000000000002,13107,Córdoba,2014
Aguilar de la Frontera,2470,335,14702.0,12895,Córdoba,2014
Cañete de las Torres,2495,345,14642.999999999998,12870,Córdoba,2014
Belalcázar,2509,351,14590.0,12767,Córdoba,2014
Montoro,2523,353,14539.000000000002,12828,Córdoba,2014
Pedro Abad,2528,355,14520.0,12775,Córdoba,2014
Hornachuelos,2538,359,14468.0,12717,Córdoba,2014
Doña Mencía,2551,367,14427.999999999998,12880,Córdoba,2014
Villanueva del Duque,2560,372,14400.0,12889,Córdoba,2014
El Viso,2573,377,14347.000000000002,12804,Córdoba,2014
Benamejí,2575,378,14344.000000000002,12747,Córdoba,2014
Villanueva de Córdoba,2591,383,14286.0,12562,Córdoba,2014
Montalbán de Córdoba,2625,397,14142.000000000002,12526,Córdoba,2014
Bujalance,2649,407,14052.0,12437,Córdoba,2014
Carcabuey,2650,408,14050.0,12501,Córdoba,2014
Luque,2660,414,13989.0,12567,Córdoba,2014
Pedroche,2663,415,13969.000000000002,12410,Córdoba,2014
Encinas Reales,2684,423,13882.0,12520,Córdoba,2014
Espejo,2700,429,13823.0,12359,Córdoba,2014
Villaviciosa de Córdoba,2721,439,13742.0,12349,Córdoba,2014
Monturque,2777,470,13436.0,11985,Córdoba,2014
Santaella,2787,474,13402.000000000002,11962,Córdoba,2014
Fuente Palmera,2789,475,13398.0,11967,Córdoba,2014
Cardeña,2809,483,13222.999999999998,11833,Córdoba,2014
Villaralto,2824,490,13103.0,11937,Córdoba,2014
Moriles,2841,502,12993.0,11677,Córdoba,2014
Valenzuela,2875,522,12680.0,11640,Córdoba,2014
Almedinilla,2886,530,12642.000000000002,11467,Córdoba,2014
Adamuz,2907,542,12415.0,11182,Córdoba,2014
Nueva Carteya,2920,550,12212.0,11013,Córdoba,2014
Iznájar,2929,558,12023.0,10963,Córdoba,2014
Agrupación municipios pequeños,0,0,13981.0,12559,Córdoba,2014
Cájar,204,9,27104.0,21840,Granada,2014
Granada,224,12,26627.0,21666,Granada,2014
Villa de Otura,355,18,25254.0,20615,Granada,2014
Ogíjares,484,23,24290.0,19885,Granada,2014
Gójar,486,24,24285.999999999996,19963,Granada,2014
Huétor Vega,539,25,23916.999999999996,19602,Granada,2014
Monachil,642,33,23274.0,19182,Granada,2014
Jun,685,38,23034.000000000004,19120,Granada,2014
Albolote,709,42,22815.0,18850,Granada,2014
Armilla,824,45,22031.0,18325,Granada,2014
La Zubia,827,46,22019.000000000004,18287,Granada,2014
Dílar,891,52,21680.0,18146,Granada,2014
Peligros,972,56,21246.0,17809,Granada,2014
Cúllar Vega,977,58,21220.0,17789,Granada,2014
Cenes de la Vega,1025,61,20943.0,17524,Granada,2014
Pinos Genil,1083,66,20659.000000000004,17355,Granada,2014
Alhendín,1130,70,20371.0,17183,Granada,2014
Huétor de Santillán,1144,71,20317.0,17077,Granada,2014
Vegas del Genil,1205,78,19965.0,16957,Granada,2014
Las Gabias,1213,80,19910.999999999996,16830,Granada,2014
Guadix,1227,82,19858.0,16787,Granada,2014
Alfacar,1233,84,19843.0,16882,Granada,2014
Churriana de la Vega,1237,86,19831.0,16813,Granada,2014
Maracena,1303,91,19534.000000000004,16622,Granada,2014
Santa Fe,1353,98,19300.0,16445,Granada,2014
Motril,1367,100,19200.0,16329,Granada,2014
Atarfe,1404,107,19003.0,16215,Granada,2014
Pulianas,1498,115,18593.0,15853,Granada,2014
Salobreña,1545,121,18357.0,15776,Granada,2014
Baza,1574,125,18225.0,15550,Granada,2014
Almuñécar,1606,130,18019.000000000004,15478,Granada,2014
Cijuela,1722,147,17562.0,15277,Granada,2014
Padul,1734,152,17479.0,15147,Granada,2014
Beas de Granada,1775,161,17349.0,15167,Granada,2014
Órgiva,1924,183,16819.000000000004,14547,Granada,2014
Dúrcal,1935,185,16780.0,14755,Granada,2014
Vélez de Benaudalla,1976,196,16656.0,14455,Granada,2014
Güevéjar,2014,204,16488.0,14522,Granada,2014
Lanjarón,2021,205,16468.0,14311,Granada,2014
Benalúa,2109,224,16172.0,14032,Granada,2014
Loja,2125,227,16123.000000000002,14034,Granada,2014
Chauchina,2145,233,16034.000000000002,14142,Granada,2014
Lecrín,2146,234,16033.000000000002,14267,Granada,2014
Cogollos de la Vega,2147,235,16030.000000000002,14234,Granada,2014
Nigüelas,2156,238,15972.999999999998,14048,Granada,2014
Güejar Sierra,2172,242,15899.0,13847,Granada,2014
Gualchos,2195,249,15820.0,13835,Granada,2014
Huéscar,2219,255,15703.0,13622,Granada,2014
El Valle,2231,259,15645.0,14020,Granada,2014
Láchar,2265,268,15490.0,13614,Granada,2014
Pinos Puente,2277,273,15450.0,13665,Granada,2014
Jerez del Marquesado,2340,292,15194.0,13575,Granada,2014
Villamena,2343,293,15180.0,13642,Granada,2014
Albuñol,2412,318,14909.0,13170,Granada,2014
Campotéjar,2424,323,14860.999999999998,13459,Granada,2014
Darro,2440,327,14806.0,13204,Granada,2014
Iznalloz,2464,333,14718.0,13214,Granada,2014
Fuente Vaqueros,2479,338,14684.000000000002,13032,Granada,2014
Cádiar,2506,350,14613.0,13033,Granada,2014
Moraleda de Zafayona,2535,358,14475.0,12894,Granada,2014
Purullena,2556,370,14417.0,12706,Granada,2014
Valle del Zalabí,2584,380,14304.0,12671,Granada,2014
Polopos,2585,381,14300.0,12727,Granada,2014
La Malahá,2598,386,14252.0,12892,Granada,2014
La Peza,2601,387,14247.0,12847,Granada,2014
Huétor Tájar,2608,390,14213.0,12626,Granada,2014
Illora,2609,391,14207.0,12722,Granada,2014
Píñar,2614,393,14192.0,12808,Granada,2014
Puebla de Don Fadrique,2623,396,14150.0,12754,Granada,2014
Huéneja,2639,404,14091.0,12548,Granada,2014
Cúllar,2656,411,14007.0,12546,Granada,2014
Ugíjar,2668,417,13942.0,12373,Granada,2014
Deifontes,2681,422,13888.0,12474,Granada,2014
Caniles,2687,424,13867.0,12527,Granada,2014
Orce,2696,426,13835.999999999998,12425,Granada,2014
Alhama de Granada,2697,427,13835.0,12312,Granada,2014
Cortes y Graena,2708,432,13796.0,12231,Granada,2014
Fonelas,2753,455,13572.000000000002,12210,Granada,2014
Benamaurel,2755,457,13568.0,12206,Granada,2014
Guadahortuna,2774,468,13460.0,12257,Granada,2014
Castilléjar,2785,473,13407.0,12030,Granada,2014
Moclín,2801,480,13299.000000000002,12101,Granada,2014
Molvízar,2816,486,13169.0,11897,Granada,2014
Montefrío,2827,492,13099.0,11949,Granada,2014
Villanueva Mesía,2829,494,13084.000000000002,11819,Granada,2014
Chimeneas,2830,495,13084.000000000002,11918,Granada,2014
Zújar,2831,496,13077.0,11888,Granada,2014
Pedro Martínez,2852,508,12953.0,11839,Granada,2014
Castril,2858,511,12912.0,11769,Granada,2014
Otívar,2861,513,12882.0,11763,Granada,2014
Cuevas del Campo,2862,514,12877.0,11800,Granada,2014
Colomera,2868,518,12729.000000000002,11659,Granada,2014
Cortes de Baza,2872,520,12719.000000000002,11714,Granada,2014
Galera,2881,526,12662.0,11472,Granada,2014
Salar,2883,527,12655.999999999998,11475,Granada,2014
Arenas del Rey,2887,531,12626.0,11620,Granada,2014
Los Guajares,2891,534,12609.000000000002,11620,Granada,2014
Montillana,2897,538,12547.0,11684,Granada,2014
Alpujarra de la Sierra,2912,545,12351.0,11241,Granada,2014
Jayena,2917,547,12277.000000000002,11307,Granada,2014
Benalúa de las Villas,2919,549,12237.0,11364,Granada,2014
Nevada,2921,551,12196.0,11032,Granada,2014
Montejícar,2928,557,12050.999999999998,11064,Granada,2014
Algarinejo,2945,566,11614.0,10811,Granada,2014
Itrabo,2949,569,11306.0,10478,Granada,2014
Zafarraya,2950,570,11261.0,10338,Granada,2014
Agrupación municipios pequeños,0,0,14495.999999999998,12921,Granada,2014
Aljaraque,180,8,27456.0,22061,Huelva,2014
Huelva,545,26,23864.0,19651,Huelva,2014
Minas de Riotinto,1039,62,20860.0,17570,Huelva,2014
Punta Umbría,1104,68,20526.0,17191,Huelva,2014
Villanueva de los Castillejos,1342,95,19355.999999999996,15705,Huelva,2014
Valverde del Camino,1369,101,19192.0,16152,Huelva,2014
San Juan del Puerto,1422,109,18916.0,16258,Huelva,2014
Aracena,1510,117,18527.0,15640,Huelva,2014
La Palma del Condado,1522,118,18456.0,15620,Huelva,2014
Nerva,1540,119,18378.0,15860,Huelva,2014
Calañas,1542,120,18373.0,15525,Huelva,2014
Zalamea la Real,1617,134,17963.0,15357,Huelva,2014
Trigueros,1622,136,17948.0,15397,Huelva,2014
Almonaster la Real,1726,149,17525.0,14900,Huelva,2014
Cartaya,1729,150,17519.000000000004,14842,Huelva,2014
Ayamonte,1736,153,17475.0,14911,Huelva,2014
Beas,1741,154,17462.0,15062,Huelva,2014
El Campillo,1749,156,17433.0,15095,Huelva,2014
Cortegana,1849,169,17040.0,14587,Huelva,2014
Niebla,1905,178,16869.0,14654,Huelva,2014
Gibraleón,1915,182,16837.0,14448,Huelva,2014
Moguer,1934,184,16784.000000000004,14245,Huelva,2014
Lucena del Puerto,1990,200,16581.0,13913,Huelva,2014
Hinojos,1997,202,16553.0,14234,Huelva,2014
Cala,2061,211,16358.0,13800,Huelva,2014
Isla Cristina,2104,222,16192.999999999998,14005,Huelva,2014
Santa Olalla del Cala,2133,229,16102.999999999998,13905,Huelva,2014
Bollullos Par del Condado,2189,247,15838.0,13582,Huelva,2014
Lepe,2196,250,15818.0,13580,Huelva,2014
Jabugo,2215,253,15716.0,13593,Huelva,2014
Palos de la Frontera,2236,261,15620.999999999998,13218,Huelva,2014
Bonares,2250,265,15565.0,13440,Huelva,2014
El Cerro de Andévalo,2267,270,15487.0,13520,Huelva,2014
Cumbres Mayores,2315,280,15302.0,13373,Huelva,2014
Alosno,2330,286,15254.000000000002,13283,Huelva,2014
Puebla de Guzmán,2371,302,15062.000000000002,13155,Huelva,2014
Villarrasa,2421,322,14883.0,13133,Huelva,2014
Chucena,2442,329,14798.0,13095,Huelva,2014
San Bartolomé de la Torre,2477,337,14694.0,12785,Huelva,2014
Encinasola,2488,343,14669.0,12960,Huelva,2014
Escacena del Campo,2499,348,14636.0,12908,Huelva,2014
Santa Bárbara de Casa,2545,363,14447.000000000002,12722,Huelva,2014
Villalba del Alcor,2593,384,14265.0,12674,Huelva,2014
Galaroza,2611,392,14200.999999999998,12433,Huelva,2014
Paterna del Campo,2632,399,14122.0,12504,Huelva,2014
Rosal de la Frontera,2638,403,14099.0,12509,Huelva,2014
Almonte,2642,405,14077.0,12255,Huelva,2014
Higuera de la Sierra,2659,413,13990.0,12267,Huelva,2014
Manzanilla,2812,485,13205.0,11856,Huelva,2014
Paymogo,2836,499,13022.0,11605,Huelva,2014
Villablanca,2846,503,12979.000000000002,11495,Huelva,2014
Rociana del Condado,2923,553,12159.0,10884,Huelva,2014
Aroche,2924,554,12123.0,10966,Huelva,2014
Arroyomolinos de León,2932,560,11976.0,10945,Huelva,2014
Agrupación municipios pequeños,0,0,14526.0,12784,Huelva,2014
La Guardia de Jaén,409,21,24855.0,20243,Jaén,2014
Jaén,549,27,23831.0,19664,Jaén,2014
Linares,1018,60,20999.000000000004,17792,Jaén,2014
Úbeda,1098,67,20554.000000000004,17260,Jaén,2014
Martos,1301,90,19545.0,16590,Jaén,2014
La Carolina,1392,106,19045.0,16367,Jaén,2014
Baeza,1579,127,18183.0,15502,Jaén,2014
Mengíbar,1703,145,17608.0,15225,Jaén,2014
Andújar,1723,148,17552.0,15136,Jaén,2014
Torredonjimeno,1733,151,17493.0,15095,Jaén,2014
Mancha Real,1892,175,16902.0,14703,Jaén,2014
Cazorla,1910,180,16861.0,14620,Jaén,2014
Alcalá la Real,2093,220,16229.0,14140,Jaén,2014
Orcera,2107,223,16180.0,14217,Jaén,2014
Vilches,2229,258,15664.000000000002,13844,Jaén,2014
Canena,2249,264,15565.999999999998,13620,Jaén,2014
Bailén,2252,266,15559.000000000002,13700,Jaén,2014
La Puerta de Segura,2296,277,15377.0,13523,Jaén,2014
Los Villares,2332,288,15235.0,13282,Jaén,2014
Puente de Génave,2373,304,15055.0,13222,Jaén,2014
Siles,2406,314,14937.000000000002,13173,Jaén,2014
Alcaudete,2407,315,14936.0,13174,Jaén,2014
Villanueva de la Reina,2411,317,14909.0,13248,Jaén,2014
Fuerte del Rey,2474,336,14695.0,12998,Jaén,2014
Baños de la Encina,2480,339,14683.0,13165,Jaén,2014
Guarromán,2482,340,14675.999999999998,13097,Jaén,2014
Villacarrillo,2493,344,14648.0,12950,Jaén,2014
Cárcheles,2503,349,14620.999999999998,13039,Jaén,2014
Ibros,2534,357,14480.0,12915,Jaén,2014
Marmolejo,2542,361,14458.0,12812,Jaén,2014
Peal de Becerro,2550,366,14429.0,12785,Jaén,2014
Villatorres,2559,371,14405.0,12875,Jaén,2014
Arjona,2569,375,14362.0,12780,Jaén,2014
Villanueva del Arzobispo,2570,376,14356.0,12659,Jaén,2014
Rus,2628,398,14137.0,12593,Jaén,2014
Jamilena,2646,406,14062.000000000002,12577,Jaén,2014
Pegalajar,2670,418,13936.0,12418,Jaén,2014
Segura de la Sierra,2673,419,13917.0,12399,Jaén,2014
Torreperogil,2707,431,13799.000000000002,12390,Jaén,2014
Quesada,2730,443,13679.0,12296,Jaén,2014
Porcuna,2733,444,13670.0,12206,Jaén,2014
Santiago-Pontones,2734,445,13668.0,12199,Jaén,2014
Arjonilla,2735,446,13667.0,12237,Jaén,2014
Campillo de Arenas,2745,451,13620.999999999998,12373,Jaén,2014
Huelma,2754,456,13571.0,12227,Jaén,2014
Castellar,2756,458,13567.0,12083,Jaén,2014
Arroyo del Ojanco,2762,460,13540.0,12127,Jaén,2014
Fuensanta de Martos,2764,461,13533.0,12190,Jaén,2014
Begíjar,2766,463,13514.000000000002,12161,Jaén,2014
Beas de Segura,2773,467,13470.999999999998,12065,Jaén,2014
Sabiote,2790,476,13397.0,12104,Jaén,2014
Pozo Alcón,2793,477,13359.000000000002,12145,Jaén,2014
Lopera,2798,479,13349.0,12061,Jaén,2014
Frailes,2804,481,13273.0,12078,Jaén,2014
La Iruela,2810,484,13217.0,11969,Jaén,2014
Castillo de Locubín,2822,489,13152.000000000002,11994,Jaén,2014
Valdepeñas de Jaén,2838,500,13017.000000000002,11800,Jaén,2014
Jabalquinto,2849,506,12966.0,11794,Jaén,2014
Santisteban del Puerto,2853,509,12950.999999999998,11650,Jaén,2014
Torres,2863,515,12867.0,11702,Jaén,2014
Villardompardo,2879,525,12673.0,11513,Jaén,2014
Sorihuela del Guadalimar,2884,528,12650.0,11478,Jaén,2014
Navas de San Juan,2890,533,12616.0,11480,Jaén,2014
